confidence_score,source_credibility,domain_criticality,change_magnitude,historical_success,context_coherence,dependency_impact,temporal_relevance,evidence_quality,stakeholder_alignment,label,utility_score
0.6156354589595345,0.6248415773482662,0.5,0.36937501851137705,0.3141104627643281,0.9505428056321106,0.13424845653754125,0.7757229513008367,0.407781054234493,0.6275335695530817,1,0.6231114172929355
0.7618854059406474,0.7014794328584688,0.5,0.23736713939453924,0.15982553732963942,0.7246384916655261,0.26147628699669484,0.5929874634340714,0.6538699945244812,0.6865523521427483,1,0.637483046043197
0.3946660563951576,0.692183811241178,0.8,0.19171984001289294,0.6930503377574219,0.43825090281688595,0.3563177203107706,0.3548367276998805,0.8301741495060849,0.5452064464757004,1,0.7289799889585236
0.7731443082016917,0.7972049907642494,0.5,0.5111489179916835,0.4331164512365953,0.7193681896692077,0.16613326568896805,0.6056781759139014,0.6432397258718436,0.14483950459819528,1,0.6495938573033877
0.4066672141999295,0.6380083898135049,0.5,0.3001511243195314,0.2846539031051911,0.6670578330545333,0.07186343897045094,0.5993774759862112,0.7221447832864354,0.3334955228425403,1,0.7521972629120267
0.7887935609816685,0.6306308915985117,0.8,0.3081932080703115,0.5007039682909289,0.3122607685782357,0.4712547141536219,0.3372876360754052,0.6467934283533712,0.8767147156767162,1,0.6130821870108438
0.4222403661995449,0.38270973830030514,0.3,0.38452854091974115,0.2102880233199519,0.5403705567621403,0.47106112571729847,0.8186459715765271,0.7904788510851161,0.6068892054550877,0,0.5503530257080376
0.32134035770616953,0.25602189808820924,0.3,0.4972123521779137,0.5859913923134299,0.8412487252887891,0.5313950721656497,0.9589364756832887,0.8984269552413439,0.7410010618157715,0,0.5475246631126668
0.2501953599746905,0.7408564178852732,0.8,1.1170671026099979,0.08618909751048522,0.6066646269304916,0.4814601939851552,0.9472155519628542,0.9066602835093129,0.3129133801743764,0,0.48731146340392106
0.17813638870964812,0.8619996260443005,0.5,0.28701672987394033,0.3866479205984873,0.7914522695250301,0.38741723418641216,0.2630635699892794,0.1350992351865524,0.6071396413734466,0,0.5076141269220188
0.6574340946484022,0.5801025715698432,0.8,0.09940015869202157,0.42550194294957966,0.5587517477171545,0.20273284998030966,0.49937763509654404,0.7441564800371119,0.6979368602274746,1,0.8144673466261682
0.585084810842511,0.2019636338163382,0.5,0.41875136209892316,0.4992955956573906,0.8028698938360985,0.16239291518166576,0.5716882847447351,0.5095784469729698,0.7644491715145765,0,0.5440187420929515
0.6617905006959347,0.7815170012557026,0.5,0.01738512931977773,0.24254601583289143,0.6004750572018989,0.4481849585145156,0.7096874521730162,0.28721197632650575,0.37502350601954876,1,0.8293292742000731
0.8856111130092305,0.3105911799328172,0.8,1.2851596726657615,0.28264178401236933,0.47989490203451907,0.09544798892998785,0.9913857325251703,0.657363265672175,0.7720634241723154,1,0.6706592140425166
0.8581407744537086,0.5185996579440829,0.8,0.5684316044127737,0.731775337018629,0.5515989019393759,0.11911153666665604,0.5904615227064456,0.46101702978002657,0.8454455157735958,1,0.7035243464096229
0.39044499370898994,0.9464859004691217,0.8,0.12843078432753352,0.7163725830990082,0.4443922249323902,0.033772569079180796,0.9516909051525633,0.3430659099560666,0.8227652615418614,1,0.6553057609766921
0.405265365865589,0.18647004378974188,0.8,0.2965781071101889,0.5288397185093834,0.7526350915746524,0.205666681983048,0.2145996043007672,0.6484265951729351,0.4959382210386319,1,0.6131794664845613
0.14667541263080738,0.7364863748810361,0.5,0.34098988736790947,0.2734800118930262,0.7508542788247431,0.15451149420000443,0.5015826003932125,0.5962450628718167,0.5377370188052467,0,0.4916917284697709
0.3793096402032132,0.5258377713110925,0.8,0.5095989102108538,0.23759509557418457,0.8722142666496064,0.4942314791435165,0.7565544411827991,0.6438032902271793,0.25674429717865893,0,0.4576024832591735
0.39174743658694305,0.8197009581170679,0.8,0.2716339782507419,0.08637737910627752,0.8153119342574306,0.356194298209064,0.9073040887994522,0.41523318007738375,0.42152378100987553,1,0.6382104259791146
0.9477372178754236,0.4414217625734498,0.8,0.14529952270761337,0.7113264755308689,0.9314318928502131,0.7244459013264928,0.6280820865028283,0.9312151477586226,0.15468769569925708,1,0.8583193439952936
0.7568838923694093,0.7638568074405596,0.3,0.3843129292934716,0.4273446802156633,0.8201631498619237,0.05270302912572834,0.9638630613644453,0.2724168666078596,0.6704147132425818,1,0.7196277643536891
0.11112671542108524,0.7358616702845737,0.8,0.03994378791511902,0.4645823587751288,0.8079077007698774,0.23481527489772255,0.21020696025540497,0.16555822115140104,0.5787666049037206,0,0.5956146757836429
0.22913492572519903,0.786978851919658,0.8,0.20926405969746784,0.26499959863923245,0.7784673104429213,0.21113358558994053,0.5999008203584676,0.9449140013012344,0.20181983446347407,1,0.6547560901480902
0.33573123914213043,0.5355991916979934,0.3,0.3343244168483555,0.31141040423092176,0.7242440943814337,0.248548846515209,0.9133317427417315,0.12935080913635222,0.38951666016931,0,0.5901165551407618
0.7215215028032208,0.8602008679951807,0.5,0.674861847086923,0.6433696480353356,0.8851532649469737,0.5644287098939688,0.8417308228132145,0.910009580414605,0.6871864534337188,1,0.8198773282190963
0.3807588094711804,0.5645055384389428,0.3,0.401861727127189,0.6882978206411169,0.8250000836100172,0.1433800705829694,0.7209840439965705,0.7057805463437831,0.43209111612851164,1,0.6535360662257088
0.2392466605421522,0.7934075823018301,0.3,0.2676482639170393,0.39515390656888427,0.5752753061439277,0.4414520240965324,0.6869116801027335,0.4315124461049165,0.616149081909916,0,0.5917979842984846
0.46527450589276037,0.5522933690393421,0.5,0.0784128723591857,0.3551911886745186,0.6627921783826817,0.23219828681022553,0.7796480711143469,0.24580109569175312,0.31277381119127506,0,0.5272436752543218
0.8446234434328224,0.31605633911120645,0.3,0.03512000087419844,0.3853503734193417,0.6443147126607848,0.6575490885568108,0.5965700816168005,0.5155243129964351,0.5184081621241728,0,0.5678303681330821
0.25531016356629643,0.6364282808570987,0.5,0.26963835725607566,0.7252813831011399,0.5902964468212591,0.4273617934642586,0.8280592072519285,0.6616637117198175,0.6807152116040808,1,0.75825952726981
0.1887402303559037,0.41703888067561273,0.5,0.28918092570665643,0.6228287185625081,0.643669697714792,0.24173887582136097,0.8648875394791583,0.3820041734531906,0.4429598845167131,0,0.5515203618976817
